,gene1,gene2,cost,psi
1787,CSDE1,SUPT16H,45.05016328516278,5.91358617146314
1374,CDCA5,COX15,45.06287123109365,5.543987035746694
4026,NRAS,SACS,45.072019231759384,0.36959913571644626
2278,EIF3A,SMG1,45.079592192152504,0.36959913571644626
4161,PCMTD2,PPP1CB,45.082087846163155,0.36959913571644626
3344,KIF18A,TOP2A,45.08450813683637,0.7391982714328925
2244,EHBP1,HIAT1,45.09665308030206,0.7391982714328925
813,BTF3L4,RPL41,45.10195151894104,0.36959913571644626
8,AASS,USP9X,45.102344384284535,0.36959913571644626
3375,KLF10,TBK1,45.109464377472,5.543987035746694
613,AZIN1,DEPDC1B,45.109715871988286,5.91358617146314
984,C3orf38,VPS45,45.12083290406889,5.174387900030248
469,ASPM,IPO7,45.12424287869503,0.36959913571644626
786,BRWD1,PTBP2,45.12713685325086,5.543987035746694
4277,PLEKHA5,TIGD1,45.13119348057237,0.36959913571644626
475,ASPM,TOP2A,45.13687988019113,0.36959913571644626
3434,L1TD1,SPCS3,45.13701722045551,0.36959913571644626
398,ARID2,SLC39A11,45.13764204976322,0.36959913571644626
4780,SHISA2,WDR6,45.13854859645758,5.543987035746694
2883,H3F3A,MRPL16,45.154573145692886,0.36959913571644626
4029,NRAS,USP13,45.15499200162813,5.543987035746694
3429,L1TD1,RNF168,45.15535544778362,5.91358617146314
616,AZIN1,JAM3,45.156491932053434,5.543987035746694
4982,TLK1,ZBTB44,45.15739359174597,5.91358617146314
2311,EIF4B,SOX4,45.16383586930485,0.36959913571644626
3999,NIPBL,TMEM212,45.16442620373765,0.36959913571644626
1337,CDC20,RNF26,45.16623394531707,0.7391982714328925
76,ACTG1,EEF1A1,45.17891837092458,0.36959913571644626
2146,DST,TMEM212,45.179637743946245,0.36959913571644626
1704,COPS7A,PMAIP1,45.18219331194967,0.7391982714328925
3484,LARP7,ZIC2,45.18237652073891,5.91358617146314
4024,NRAS,PAPOLA,45.193984616638176,0.36959913571644626
2425,EPS15,FOCAD,45.19427240370871,5.174387900030248
4118,P4HB,PTPRS,45.19989070993538,0.36959913571644626
422,ARL8B,ASAP1,45.20536581313514,0.7391982714328925
927,C12orf45,H3F3A,45.20821013573308,0.36959913571644626
1793,CSTF2,UCP2,45.21423536859324,0.7391982714328925
2195,EEF1A1,MEST,45.21925108877253,0.36959913571644626
14,ABCB7,CRISPLD1,45.22331470690253,5.543987035746694
3923,MTRNR2L6,ZNF471,45.22837983978732,0.36959913571644626
4274,PLEKHA1,RRP1B,45.22843911368468,5.543987035746694
252,ANP32E,NRAS,45.22885598717029,5.91358617146314
1799,CTH,NUP88,45.238906134009085,5.543987035746694
3420,L1TD1,LAPTM4A,45.23912620505981,0.36959913571644626
3986,NDUFS2,UBC,45.244380737118696,0.36959913571644626
5037,UBA6,ZRANB2,45.2574398789547,0.36959913571644626
4920,STMN1,TCEAL8,45.266096133206126,0.36959913571644626
4498,RABGAP1L,USP9X,45.26844693377034,5.91358617146314
4927,STON2,UTP20,45.26857210843658,0.36959913571644626
2982,HMGCR,PPP1CB,45.270041683450586,5.91358617146314
3025,HNRNPA0,HNRNPH1,45.27081445967341,0.36959913571644626
4366,PRC1,TOP2A,45.27342644963209,0.7391982714328925
1521,CEP57,PDS5A,45.27815491687271,0.36959913571644626
2496,FAM13A,SDF2,45.28012313102825,0.7391982714328925
4033,NSUN2,TKT,45.29017351454167,5.543987035746694
839,BUB1,PMAIP1,45.303153344085054,0.36959913571644626
3764,MID1,UHRF1BP1,45.30349205194518,1.1087974071493387
4500,RAD51,RGS2,45.305996611430416,5.543987035746694
2300,EIF4A2,RPS23,45.306408686651906,0.36959913571644626
1334,CDC20,MKI67,45.314945639540994,0.36959913571644626
1925,DCUN1D4,SOX4,45.31765024919525,0.36959913571644626
866,BUB3,HNRNPA2B1,45.32108259864064,0.36959913571644626
215,ANKRD46,DHRS3,45.322376523631235,5.543987035746694
3295,KDM1A,PFN2,45.32434679729066,0.36959913571644626
297,AP3M2,TSPAN7,45.32682414264656,0.7391982714328925
918,C12orf35,HMMR,45.329197719819604,5.543987035746694
1278,CCNG1,STAT3,45.329472701942045,0.36959913571644626
1047,CALM2,LSM5,45.337615092712625,0.36959913571644626
1617,CKAP5,DLGAP5,45.340887297696355,0.36959913571644626
134,AGL,VMP1,45.3620858180582,0.7391982714328925
4088,ORC1,RPN2,45.3654780293779,5.91358617146314
4783,SHOC2,WNK3,45.366869221714865,5.543987035746694
668,BCAT1,ENAH,45.37950892705611,0.36959913571644626
3994,NFRKB,RBM12,45.38050027331089,0.7391982714328925
3456,LAPTM4A,TMED10,45.383540220181864,5.91358617146314
1583,CHML,PPP1R15B,45.39017275366749,5.543987035746694
1261,CCND2,SRP9,45.40005145191532,0.36959913571644626
3480,LARP7,UBE2V2,45.401736484572744,0.36959913571644626
2065,DLGAP5,SRSF3,45.40232160324367,0.36959913571644626
3626,MAPK1IP1L,PTBP2,45.40776758329806,0.36959913571644626
476,ASS1,HSP90B1,45.40930273421348,5.543987035746694
1203,CCDC99,PANK3,45.40967627111036,5.543987035746694
4980,TLK1,TTC39C,45.411018293389226,0.36959913571644626
1283,CCNJL,KIF11,45.41238378134053,5.543987035746694
3854,MSMO1,TKT,45.41525372358619,0.36959913571644626
1238,CCNB1,SRSF3,45.41819249093403,5.91358617146314
2939,HIBCH,PARPBP,45.41925865376355,0.36959913571644626
2003,DHCR24,SET,45.422924983919195,0.36959913571644626
3529,LITAF,NARS,45.42629600519802,5.91358617146314
2911,HARS2,TSPAN7,45.43049804105032,5.543987035746694
4938,SYT6,TOMM70A,45.43592010832108,5.543987035746694
4733,SEP15,UBE2V2,45.461588466342924,0.36959913571644626
2737,GAPDH,XRCC6,45.464030457761304,0.36959913571644626
4296,PMAIP1,UGP2,45.46437062554925,0.36959913571644626
3832,MRPS27,SEPT11,45.47338645460621,0.36959913571644626
4388,PSAP,RNF168,45.480224000254545,5.91358617146314
3668,MBTD1,SLC39A10,45.4821097007543,0.7391982714328925
4931,SUCLA2,UCK2,45.4823083209466,0.36959913571644626
2831,GPR180,NCOA1,45.49845570211884,0.7391982714328925
74,ACSL4,SHISA2,45.5017934454831,5.543987035746694
2435,ERAL1,NOP58,45.506801681309994,5.91358617146314
420,ARL6IP1,TRIM59,45.50940435587482,0.36959913571644626
1123,CARS,LUC7L,45.51135142074799,0.36959913571644626
2310,EIF4B,SLC38A2,45.5132957387106,5.91358617146314
2360,ENAH,HNRNPH1,45.52160216640274,0.36959913571644626
2233,EEF1A1,ZNF471,45.53225914514334,3.6959913571644627
19,ABCD3,PREPL,45.5462556926895,5.543987035746694
4564,RIMKLB,TOP2A,45.54761749960752,5.543987035746694
3565,LSM5,NUSAP1,45.55046742275078,5.91358617146314
2309,EIF4B,SKP1,45.559132137355306,5.91358617146314
775,BPTF,VCAN,45.56047893164558,0.36959913571644626
142,AK4,DCUN1D4,45.56211250540209,5.91358617146314
2166,DZIP3,VASH2,45.577086901545385,5.543987035746694
3109,HNRPDL,WDR3,45.57974379927444,5.91358617146314
1861,CXADR,SKIL,45.58140134538897,0.36959913571644626
3604,MACC1,TOP2A,45.58311900735837,0.7391982714328925
2231,EEF1A1,XRCC6,45.589143699102806,0.36959913571644626
4084,OGT,RNF213,45.58998657456783,0.36959913571644626
3690,MDM2,WDR43,45.590187921838,0.36959913571644626
2108,DPPA4,MARCKS,45.59138901451242,0.36959913571644626
56,ACAT2,HMGCS1,45.59218343634939,0.36959913571644626
1513,CEP350,CUZD1,45.593510323528136,1.1087974071493387
3784,MLF1,PTPN14,45.59966643404952,5.91358617146314
3001,HMGCS1,SC5DL,45.60163985860314,0.36959913571644626
1427,CDK1,TRIM59,45.601973126686396,0.36959913571644626
2569,FGF12,SYT1,45.60684711326785,5.543987035746694
2102,DPAGT1,MAPRE2,45.6094731334333,5.543987035746694
915,C12orf35,C12orf45,45.62720704919382,5.91358617146314
689,BCAT1,RNF168,45.632223742883276,0.36959913571644626
1174,CCAR1,TSPAN6,45.6384640718454,5.91358617146314
2414,EPCAM,OSTC,45.64086205436693,5.91358617146314
2636,FTL,SKP1,45.64247687813475,0.36959913571644626
1010,C9orf82,DIDO1,45.64722403289987,5.543987035746694
2811,GOLT1B,MARCKS,45.650735958574224,5.91358617146314
939,C14orf129,PPAT,45.67147831550086,5.543987035746694
1800,CTH,SLC39A9,45.676098062698614,5.543987035746694
765,BPTF,LYRM7,45.67720795277314,5.543987035746694
3804,MOSPD1,PGM2,45.681597438314874,5.543987035746694
549,ATP6V1C1,RYBP,45.68259717379405,1.1087974071493387
4035,NT5C2,XPNPEP1,45.684105658999584,0.7391982714328925
1115,CAPZA1,SRSF6,45.68651822500807,5.91358617146314
2570,FGFR1,ING3,45.68979617986749,0.36959913571644626
2689,G2E3,TCEAL8,45.69652426181944,0.36959913571644626
2501,FAM172A,RNF213,45.69819795151712,5.543987035746694
2577,FH,GNL3,45.70752707820572,0.36959913571644626
4119,P4HB,RPL13,45.70835363336889,5.91358617146314
1897,DCP2,NUDT21,45.71073526864849,5.91358617146314
2526,FANCD2,ZFAND6,45.720203273636905,0.36959913571644626
4173,PCNP,TBL1XR1,45.725271892103954,0.36959913571644626
4426,PTBP2,RAB21,45.72861783054143,0.36959913571644626
2271,EIF2S1,MED14,45.750305281870496,5.174387900030248
1247,CCNB1,ZIC2,45.754369685891774,0.36959913571644626
1357,CDC6,SPARC,45.75536357498636,0.36959913571644626
2051,DLGAP5,ID2,45.75651194988905,5.543987035746694
4706,SCD,SRFBP1,45.76039159076826,5.91358617146314
2053,DLGAP5,KIF20A,45.7635636506758,5.543987035746694
4040,NTS,TRA2B,45.77018756913526,0.7391982714328925
2301,EIF4A2,RPS25,45.7702442809503,5.91358617146314
1923,DCUN1D4,SMAD2,45.77169236262615,0.36959913571644626
753,BOD1L,ZNF471,45.77862253256536,5.91358617146314
1298,CCNL1,DDX24,45.77961973814443,0.36959913571644626
1211,CCNB1,CENPF,45.783870045700766,5.91358617146314
587,AURKA,ECT2,45.78845937164109,5.543987035746694
2104,DPPA4,GPI,45.793619950265885,0.36959913571644626
913,C10orf57,THUMPD2,45.795017589335785,0.7391982714328925
5002,TMEM33,VSIG10,45.79675268395543,0.36959913571644626
381,ARHGAP5,NPTN,45.8000248337493,0.36959913571644626
2701,GABRB3,SLC39A10,45.8004538579127,0.36959913571644626
2396,ENO1,PAN3,45.80536891966105,2.587193950015124
1361,CDC7,UHMK1,45.81478060371036,0.7391982714328925
1028,CALB1,SPCS3,45.815376785424775,5.543987035746694
4341,PPP1CB,TBL1XR1,45.82213949333403,0.36959913571644626
4943,TAF7,USP11,45.82414000764603,0.36959913571644626
4134,PAN3,SKIL,45.83092014587599,0.36959913571644626
2318,EIF4E,LSM5,45.832034226501726,0.36959913571644626
4846,SLC6A15,STT3A,45.83376355665244,5.543987035746694
3266,ITM2A,RG9MTD1,45.834097982787625,5.543987035746694
1805,CTSC,DHCR24,45.83426125069778,5.91358617146314
1751,COX6C,SKP1,45.837944176885664,0.36959913571644626
2073,DNA2,SEP15,45.84294328208509,0.36959913571644626
1029,CALB1,TRA2B,45.845379243048654,0.7391982714328925
3100,HNRNPH1,TRIM59,45.85802278699249,5.91358617146314
4025,NRAS,RBBP8,45.85886695709017,0.36959913571644626
920,C12orf35,METTL9,45.86291454750964,0.36959913571644626
2592,FLNB,UTRN,45.868119155872684,0.7391982714328925
3876,MTHFD2,SARS,45.87147648074292,0.36959913571644626
3385,KPNA2,NCAPD2,45.87351577334437,0.7391982714328925
5024,TRA2B,XRN1,45.87445072570168,5.543987035746694
2529,FANCI,KAT7,45.8749421796076,0.36959913571644626
2373,ENAH,RBPJ,45.875374948543055,0.36959913571644626
2553,FDFT1,IDH1,45.88304620250257,0.36959913571644626
3612,MACF1,ZNF471,45.88429349932855,5.91358617146314
4999,TMEM222,YIPF6,45.89733352930802,5.543987035746694
1341,CDC20,ZFAND5,45.89966122963603,0.36959913571644626
1990,DEPDC1B,DLGAP5,45.900126178523024,5.91358617146314
2368,ENAH,PPP1CB,45.91216022251748,0.36959913571644626
3103,HNRPDL,KDM1A,45.91302160865105,5.91358617146314
1284,CCNJL,RCHY1,45.917128369436774,5.543987035746694
5039,UBE2V2,XRN2,45.918307426975616,5.91358617146314
1190,CCDC82,PTPN14,45.92212916779545,5.543987035746694
2999,HMGCS1,PPP3CA,45.929434750929175,5.91358617146314
2099,DNMT3B,SCD,45.93898661125003,5.91358617146314
4286,PLP1,SPRY2,45.94604458989386,5.543987035746694
4643,RPN1,TMEM48,45.94742196599677,0.36959913571644626
1067,CALU,PPT1,45.949232019935785,0.36959913571644626
574,AURKA,BUB1,45.95319774780601,0.7391982714328925
2062,DLGAP5,PSAT1,45.95412457508771,0.36959913571644626
157,AKAP9,RLIM,45.964057100647494,5.543987035746694
495,ASTN2,SEC63,45.97015505252017,5.91358617146314
968,C20orf111,RG9MTD1,45.97076744630837,0.36959913571644626
2275,EIF2S1,SKP1,45.976001839367036,0.36959913571644626
2694,G2E3,UCK2,45.990154339457916,5.543987035746694
4135,PAN3,SLC39A10,45.99187641582628,0.36959913571644626
2837,GPT2,MAGED1,45.99196521857642,0.7391982714328925
2177,ECT2,UBE2C,45.99258467937362,0.36959913571644626
4784,SIKE1,TNPO3,45.9940209128208,5.91358617146314
1388,CDH3,HSP90B1,45.998346212834875,5.91358617146314
4954,TBL1XR1,ZBTB44,46.001858579304134,5.91358617146314
2863,GTF2I,SLC38A2,46.00540962113468,0.36959913571644626
2377,ENAH,SOX11,46.006839054006115,0.36959913571644626
2774,GLDC,PMEL,46.00785032195435,5.543987035746694
1749,COX6C,SEP15,46.009509523521885,0.36959913571644626
1064,CALU,CANX,46.01199343516711,5.91358617146314
1104,CAPZA1,HNRNPH1,46.01339329902056,5.91358617146314
165,ALDH9A1,CBX5,46.01923496352411,5.91358617146314
1960,DDX5,STMN1,46.028478340695905,5.91358617146314
33,ABI2,RCHY1,46.03117496288898,5.91358617146314
3147,HSPA5,MAT2A,46.031436753192736,5.91358617146314
1899,DCP2,SEP15,46.033079238408064,0.36959913571644626
4569,RMND5A,TKT,46.04942815406925,0.36959913571644626
250,ANP32E,NAA15,46.05683701452154,0.36959913571644626
648,B4GALT4,IFT74,46.06334239401,5.543987035746694
147,AK4,SOX4,46.07036231908067,0.36959913571644626
2170,E2F7,TTC35,46.07736343430125,0.7391982714328925
1741,COX6C,NDUFA13,46.07771202436053,5.91358617146314
2595,FLVCR1,FZD7,46.08171211321931,0.36959913571644626
4675,RRP15,TMTC3,46.082685736170944,5.91358617146314
2307,EIF4B,RPL7,46.08626404171149,0.36959913571644626
2181,EEF1A1,EIF4A2,46.08742519337874,0.36959913571644626
2573,FGFR1,OGT,46.08888239435855,0.36959913571644626
4969,TIA1,USP28,46.09198798342104,0.36959913571644626
4744,SET,SRSF6,46.09655198389603,0.36959913571644626
486,ASTN2,GAPDH,46.09684873571808,2.95679308573157
53,ACAT1,MID1,46.09987567258452,5.543987035746694
201,ANKFY1,CWC22,46.1049715753815,0.7391982714328925
3750,MGST1,RPN2,46.10685249362373,5.91358617146314
3904,MTRNR2L6,PLEKHA5,46.10784013503139,0.36959913571644626
4284,PLK1,ZNF165,46.112029731396504,5.543987035746694
2327,EIF4E,RC3H1,46.115654167727584,0.36959913571644626
763,BPTF,ITM2A,46.115699082867884,5.543987035746694
385,ARID1B,CRIM1,46.12029026661169,5.543987035746694
4538,RC3H1,ZZZ3,46.1219318873132,5.543987035746694
1633,CLIC4,DHX15,46.128648903769765,0.36959913571644626
367,ARHGAP11A,HJURP,46.13627170369114,5.543987035746694
3883,MTHFD2,VSNL1,46.14127851783112,0.36959913571644626
4963,TECR,TMEM194A,46.153320042782106,0.7391982714328925
2941,HIGD2A,RPL23A,46.15447464875371,0.36959913571644626
5008,TNRC6B,ZIC2,46.15518170038151,0.36959913571644626
2742,GARS,PFN1,46.155759806249,5.543987035746694
1935,DDX11,EFNA5,46.16895984546024,5.543987035746694
1153,CBR1,RPL13,46.169960293073935,0.36959913571644626
1302,CCNT2,CDK5RAP3,46.173777011320524,5.543987035746694
141,AHCYL1,CAST,46.17886761697103,0.7391982714328925
1109,CAPZA1,PPP1CB,46.183769928898535,0.36959913571644626
1565,CHCHD1,VDAC2,46.18668159489072,0.36959913571644626
16,ABCB7,ZBED5,46.1876785831612,5.543987035746694
545,ATP6V1B2,AZIN1,46.1888934598071,5.91358617146314
1841,CUL4B,NUP133,46.1960526185568,0.7391982714328925
3639,MARCKS,RBPJ,46.19636414919047,0.36959913571644626
2676,FZD3,PISD,46.20113827187254,5.543987035746694
1743,COX6C,PCNP,46.206953844005774,0.36959913571644626
4,AASS,ATRX,46.20848197591238,0.36959913571644626
4020,NPTN,SPCS3,46.21425993144833,5.91358617146314
2323,EIF4E,PPP3CA,46.22245288800233,0.36959913571644626
4988,TMED5,TRIM27,46.22431797476803,0.7391982714328925
1146,CBLL1,CCNT2,46.22473899053508,5.543987035746694
418,ARL6IP1,TAF7,46.22639062904118,0.36959913571644626
1509,CEP170,TOP2A,46.23935760482553,5.543987035746694
3806,MPHOSPH9,POLDIP3,46.241802539263276,5.543987035746694
1989,DEPDC1,UQCC,46.25598468868804,5.543987035746694
4579,RNF219,SF3B1,46.25657095331677,5.543987035746694
3802,MORC3,SOCS4,46.25670209492018,0.7391982714328925
3186,IDI1,SCD,46.26390620803279,0.36959913571644626
835,BUB1,PDHX,46.27288800874956,5.543987035746694
1598,CKAP2,KIF23,46.27384253505035,0.36959913571644626
369,ARHGAP11A,KPNA2,46.277772992803435,0.36959913571644626
2762,GINS2,SNX5,46.278477179968604,0.36959913571644626
3941,NAA15,SOX4,46.28163397073908,5.91358617146314
2683,G2E3,NUSAP1,46.28621419559581,0.36959913571644626
2061,DLGAP5,PRC1,46.29298643800033,5.543987035746694
2894,H3F3A,RG9MTD1,46.29318133736351,0.36959913571644626
4681,RYBP,ZMYM3,46.29827074787863,1.1087974071493387
3936,NAA15,PPP1CB,46.298456327720835,0.36959913571644626
4686,SALL1,TOP2A,46.299197419976615,5.543987035746694
4360,PPP3CA,SRP9,46.30184167577077,0.36959913571644626
1219,CCNB1,G2E3,46.310243395052645,5.543987035746694
647,B4GALT4,FAT1,46.31456580744732,5.543987035746694
3759,MGST3,SRSF3,46.315309076767235,0.36959913571644626
4989,TMEM135,TRIM37,46.32154353444734,5.543987035746694
4835,SLC39A10,ZBTB44,46.324017288057604,0.36959913571644626
4043,NUAK1,ZMYM3,46.32465793390999,5.543987035746694
2790,GNAI3,SEC31A,46.333892071105296,5.91358617146314
1465,CENPE,TPX2,46.33630086104024,0.36959913571644626
3160,HSPA8,SET,46.3364047210321,0.36959913571644626
2426,EPS15,LSM5,46.3407825525958,0.36959913571644626
4891,SPTBN1,TIGD1,46.34142651496587,0.36959913571644626
58,ACAT2,IDH1,46.342418251700956,0.36959913571644626
2293,EIF3L,SHMT2,46.34357449350067,0.36959913571644626
2757,GINS2,PCNA,46.350082281741535,0.36959913571644626
364,ARHGAP11A,CDK1,46.35096999127579,5.543987035746694
2759,GINS2,RPL23A,46.355327282199596,0.36959913571644626
1609,CKAP2L,TOP2A,46.357578326858494,5.543987035746694
4456,PTPN14,SUCLA2,46.36314754745751,0.36959913571644626
2955,HJURP,TTK,46.36336726634887,5.543987035746694
2228,EEF1A1,UGP2,46.36624385569162,5.91358617146314
70,ACSL3,CFLAR,46.37883130046014,0.36959913571644626
2588,FKBP2,RPS23,46.39584213842075,0.36959913571644626
496,ASTN2,SEMA3A,46.4101019823165,0.36959913571644626
3047,HNRNPA2B1,SC5DL,46.411533860829316,0.36959913571644626
4549,RECQL,SH3BGRL2,46.41710168272613,5.543987035746694
27,ABCF2,B4GALT6,46.41959617679984,5.543987035746694
3458,LAPTM4A,VCAN,46.423783740852826,5.91358617146314
2722,GAPDH,PAN3,46.42477710072611,2.587193950015124
3996,NIPBL,ODF2L,46.429391482973934,0.36959913571644626
13,ABCB7,CKAP2,46.429983738307584,5.543987035746694
2033,DIDO1,FAM111A,46.43201794397877,5.91358617146314
3515,LDHA,TUBB,46.436483391474496,0.36959913571644626
3975,NDUFA13,PHGDH,46.43723529775296,0.36959913571644626
1709,CORO1C,XRN2,46.43987274612352,0.36959913571644626
3678,MCM7,SYPL1,46.4436210714595,0.36959913571644626
4601,RPL23A,SFRP1,46.446001950765236,0.36959913571644626
3175,IARS2,PGM3,46.446135019813106,5.543987035746694
1439,CEBPZ,FBL,46.45018123301648,0.36959913571644626
2160,DYRK2,SP3,46.45176490264286,0.7391982714328925
824,BUB1,DEPDC1B,46.45185764196962,0.36959913571644626
1666,CNOT8,CRISPLD1,46.453578132451625,5.543987035746694
100,ADAR,DNMT3A,46.45391714119363,0.36959913571644626
1760,CPD,GFM1,46.45573726315923,5.543987035746694
4356,PPP3CA,SH3BGRL,46.48096617103718,0.36959913571644626
3399,KPNA2,TRIM59,46.492668686266256,5.91358617146314
932,C12orf45,RPS25,46.505084301237886,5.91358617146314
777,BRD2,RBM33,46.523623383194874,5.543987035746694
1310,CD164,JMJD1C,46.53375454373313,0.36959913571644626
1873,CYP2S1,EPHA1,46.53645804682092,5.543987035746694
4246,PHGDH,YARS,46.54272465171475,5.91358617146314
646,B4GALT4,CUZD1,46.54330518912974,5.543987035746694
2878,H3F3A,LARP7,46.548498911869316,0.36959913571644626
3057,HNRNPA2B1,TERF1,46.550132248249426,0.36959913571644626
801,BTBD3,PTPN11,46.5544124321011,5.543987035746694
2126,DPYSL2,SRPK1,46.556323227346574,5.91358617146314
4320,PPFIA1,SETD2,46.55640727705652,0.7391982714328925
1789,CSE1L,LSM5,46.55699669181045,0.36959913571644626
3352,KIF20B,LSM5,46.558316236289244,5.91358617146314
3221,INO80D,SOX11,46.56337311262416,0.36959913571644626
1070,CALU,SEP15,46.56606287035292,0.36959913571644626
759,BPTF,FGFR1,46.5676896631619,0.36959913571644626
4875,SOX4,SRSF6,46.569164255102216,0.36959913571644626
2015,DHX15,FEN1,46.57499057489216,0.36959913571644626
4531,RBM27,VMP1,46.578783668270994,5.91358617146314
2048,DLGAP5,ECT2,46.579209728377485,5.91358617146314
696,BCAT1,SP4,46.588617533197734,5.543987035746694
4352,PPP1R9A,SLC6A15,46.58888711382872,0.7391982714328925
1376,CDCA7,TSEN15,46.5921594123446,5.543987035746694
309,APEH,BCR,46.59536932248359,5.543987035746694
4163,PCMTD2,SMAD5,46.602300936298555,5.543987035746694
656,BACH1,XPR1,46.61680125214657,5.543987035746694
382,ARHGAP5,PTBP3,46.618171861487426,0.7391982714328925
1838,CUL2,ERGIC2,46.619807228230876,5.543987035746694
4312,PODXL,TSPAN14,46.62127917866571,0.7391982714328925
1814,CTSC,SLC38A1,46.62492772492919,0.36959913571644626
3809,MRPL16,NDUFA13,46.63210474190516,0.36959913571644626
1672,CNTNAP2,PNN,46.63681548207304,5.91358617146314
3149,HSPA5,PIGK,46.640765513541425,1.1087974071493387
670,BCAT1,HECTD1,46.64666470776518,0.36959913571644626
2474,EXOC2,PMAIP1,46.65185739689192,0.36959913571644626
421,ARL6IP1,ZFAND5,46.652769749468526,5.91358617146314
3316,KIAA1033,RAB21,46.653447841957636,0.7391982714328925
1313,CD200,CEBPZ,46.6607741180324,5.91358617146314
3050,HNRNPA2B1,SGPL1,46.662641942617505,0.36959913571644626
